GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A2RRD8	ZNF320	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	FB:FBgn0001981|PANTHER:PTN007798770|UniProtKB:P52738|UniProtKB:Q96RE9|UniProtKB:Q9Y473	9606	GO_Central		F
UniProtKB	A2RRN1	CREB3L2	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029804	9606	InterPro		F
UniProtKB	A2RU54	HMX2	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0005556	ISA	GO_REF:0000113	tfclass:3.1.2	9606	NTNU_SB		F
UniProtKB	A2RU54	HMX2	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:107178|PANTHER:PTN002518681	9606	GO_Central		F
UniProtKB	A2RU54	HMX2	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	9606	InterPro		F
UniProtKB	A3KPE3	FOXC1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001766|InterPro:IPR018122|InterPro:IPR030456|InterPro:IPR033067	9606	InterPro		F
UniProtKB	A4D0T4	FOXP2	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001766|InterPro:IPR030456	9606	InterPro		F
UniProtKB	A4D0Z1	PAX4	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	9606	InterPro		F
UniProtKB	A4D178	NFE2L3	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004827	9606	InterPro		F
UniProtKB	A4D182	HOXA3	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	9606	InterPro		F
UniProtKB	A4D1Z4	KIAA0415	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001766|InterPro:IPR018122|InterPro:IPR030456	9606	InterPro		F
UniProtKB	A4D2L0	LOC402257	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000418	9606	InterPro		F
UniProtKB	A4D7U3	ATF2	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004827|InterPro:IPR029836	9606	InterPro		F
UniProtKB	A4D7U3	ATF2	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001116761	9606	UniProt		F
UniProtKB	A4D7U7	ATF2	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004827|InterPro:IPR029836	9606	InterPro		F
UniProtKB	A4D7U9	ATF2	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004827|InterPro:IPR029836	9606	InterPro		F
UniProtKB	A4D7U9	ATF2	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001116761	9606	UniProt		F
UniProtKB	A4D7V5	ATF2	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004827|InterPro:IPR029836	9606	InterPro		F
UniProtKB	A4GW67	TP53	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002117|InterPro:IPR008967|InterPro:IPR012346	9606	InterPro		F
UniProtKB	A4GW74	TP53	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002117|InterPro:IPR008967|InterPro:IPR012346	9606	InterPro		F
UniProtKB	A4GW75	TP53	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002117|InterPro:IPR008967|InterPro:IPR012346	9606	InterPro		F
UniProtKB	A4GW76	TP53	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002117|InterPro:IPR008967|InterPro:IPR012346	9606	InterPro		F
UniProtKB	A4GW97	TP53	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002117|InterPro:IPR008967|InterPro:IPR012346	9606	InterPro		F
UniProtKB	A4GWB4	TP53	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002117|InterPro:IPR008967|InterPro:IPR012346	9606	InterPro		F
UniProtKB	A4GWB5	TP53	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002117|InterPro:IPR008967|InterPro:IPR012346	9606	InterPro		F
UniProtKB	A4GWB8	TP53	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002117|InterPro:IPR008967|InterPro:IPR012346	9606	InterPro		F
UniProtKB	A4GWD0	TP53	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002117|InterPro:IPR008967|InterPro:IPR012346	9606	InterPro		F
UniProtKB	A5D905	A5D905	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001217	9606	InterPro		F
UniProtKB	A6H901	FOXN4	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001766|InterPro:IPR030456	9606	InterPro		F
UniProtKB	A6NCS4	NKX2-6	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0005556	ISA	GO_REF:0000113	tfclass:3.1.2	9606	NTNU_SB		F
UniProtKB	A6NCS4	NKX2-6	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:15649947		9606	HGNC-UCL		F
UniProtKB	A6NCS4	NKX2-6	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	FB:FBgn0004110|FB:FBgn0004862|FB:FBgn0040318|FB:FBgn0261930|MGI:MGI:108015|MGI:MGI:108067|MGI:MGI:1352738|MGI:MGI:97347|MGI:MGI:97350|PANTHER:PTN000678271|RGD:3866|RGD:69318|UniProtKB:A6NCS4|UniProtKB:A6NJ46|UniProtKB:O15522|UniProtKB:P52952|UniProtKB:Q99801	9606	GO_Central		F
UniProtKB	A6NCS4	NKX2-6	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	9606	InterPro		F
UniProtKB	A6NCS4	NKX2-6	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:15649947		9606	BHF-UCL	occurs_at(SO:0001952)	F
UniProtKB	A6NDR6	MEIS3P1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	FB:FBgn0033748|FB:FBgn0033749|MGI:MGI:104717|MGI:MGI:108519|MGI:MGI:108564|MGI:MGI:1201409|MGI:MGI:97495|MGI:MGI:97496|PANTHER:PTN000219731|SGD:S000000635|UniProtKB:O14770|UniProtKB:P40425|UniProtKB:Q15583	9606	GO_Central		F
UniProtKB	A6NDR6	MEIS3P1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:104717|MGI:MGI:108519|MGI:MGI:108564|PANTHER:PTN000932623|UniProtKB:O14770	9606	GO_Central		F
UniProtKB	A6NDX5	ZNF840P	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1916160|PANTHER:PTN004700594	9606	GO_Central		F
UniProtKB	A6NFD8	HELT	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0005556	ISA	GO_REF:0000113	tfclass:1.2.4	9606	NTNU_SB		F
UniProtKB	A6NFD8	HELT	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	FB:FBgn0000591|FB:FBgn0001168|FB:FBgn0002631|FB:FBgn0002633|FB:FBgn0010109|MGI:MGI:104853|MGI:MGI:104876|MGI:MGI:104877|MGI:MGI:1097714|MGI:MGI:1341800|MGI:MGI:1341884|MGI:MGI:1859852|MGI:MGI:1860511|MGI:MGI:1930704|MGI:MGI:3040955|PANTHER:PTN004213585|RGD:62082|UniProtKB:O14503|UniProtKB:Q9C0J9|UniProtKB:Q9NQ87|UniProtKB:Q9UBP5|UniProtKB:Q9Y5J3|ZFIN:ZDB-GENE-980526-274	9606	GO_Central		F
UniProtKB	A6NFI3	ZNF316	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN004702832|UniProtKB:Q9ULJ3|UniProtKB:Q9UPG8	9606	GO_Central		F
UniProtKB	A6NFQ7	DPRX	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0005556	ISA	GO_REF:0000113	tfclass:3.1.3	9606	NTNU_SB		F
UniProtKB	A6NFQ7	DPRX	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	FB:FBgn0004102|PANTHER:PTN000677464|UniProtKB:O43186|UniProtKB:P32242|UniProtKB:P32243	9606	GO_Central		F
UniProtKB	A6NFQ7	DPRX	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	9606	InterPro		F
UniProtKB	A6NGD5	ZSCAN5C	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	FB:FBgn0004618|FB:FBgn0267337|MGI:MGI:1338823|MGI:MGI:99159|PANTHER:PTN002354498|UniProtKB:O14978|UniProtKB:O95125|UniProtKB:P17028|UniProtKB:P36508|UniProtKB:Q16600|UniProtKB:Q9BRR0|UniProtKB:Q9Y5A6	9606	GO_Central		F
UniProtKB	A6NGV6	ARNT	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001067	9606	InterPro		F
UniProtKB	A6NHJ4	ZNF860	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	FB:FBgn0001981|PANTHER:PTN007798770|UniProtKB:P52738|UniProtKB:Q96RE9|UniProtKB:Q9Y473	9606	GO_Central		F
UniProtKB	A6NHT5	HMX3	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0005556	ISA	GO_REF:0000113	tfclass:3.1.2	9606	NTNU_SB		F
UniProtKB	A6NHT5	HMX3	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:107178|PANTHER:PTN002518681	9606	GO_Central		F
UniProtKB	A6NHT5	HMX3	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	9606	InterPro		F
UniProtKB	A6NI15	MSGN1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0005556	ISA	GO_REF:0000113	tfclass:1.2.3	9606	NTNU_SB		F
UniProtKB	A6NI15	MSGN1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:107785|MGI:MGI:1096325|MGI:MGI:1860483|PANTHER:PTN000468430	9606	GO_Central		F
UniProtKB	A6NI15	MSGN1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040259	9606	InterPro		F
UniProtKB	A6NI15	MSGN1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JK54|ensembl:ENSMUSP00000055001	9606	Ensembl		F
UniProtKB	A6NJ46	NKX6-3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:26314965		9606	ARUK-UCL	has_input(UniProtKB:Q16611)|has_input(UniProtKB:Q9BXH1)|has_input(UniProtKB:Q12983)|has_input(UniProtKB:Q53EL6)|has_input(UniProtKB:Q9NS71)	F
UniProtKB	A6NJ46	NKX6-3	enables	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:26314965		9606	ARUK-UCL	has_input(UniProtKB:P10415)|has_input(UniProtKB:P20749)|has_input(UniProtKB:Q07820)|has_input(UniProtKB:Q00987)	F
UniProtKB	A6NJ46	NKX6-3	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0005556	ISA	GO_REF:0000113	tfclass:3.1.2	9606	NTNU_SB		F
UniProtKB	A6NJ46	NKX6-3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:26314965		9606	NTNU_SB	has_input(NCBI_Gene:56287)	F
UniProtKB	A6NJ46	NKX6-3	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	FB:FBgn0004110|FB:FBgn0004862|FB:FBgn0040318|FB:FBgn0261930|MGI:MGI:108015|MGI:MGI:108067|MGI:MGI:1352738|MGI:MGI:97347|MGI:MGI:97350|PANTHER:PTN000678271|RGD:3866|RGD:69318|UniProtKB:A6NCS4|UniProtKB:A6NJ46|UniProtKB:O15522|UniProtKB:P52952|UniProtKB:Q99801	9606	GO_Central		F
UniProtKB	A6NJ46	NKX6-3	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	9606	InterPro		F
UniProtKB	A6NJG6	ARGFX	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0005556	ISA	GO_REF:0000113	tfclass:3.1.3	9606	NTNU_SB		F
UniProtKB	A6NJG6	ARGFX	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	FB:FBgn0004102|PANTHER:PTN000677464|UniProtKB:O43186|UniProtKB:P32242|UniProtKB:P32243	9606	GO_Central		F
UniProtKB	A6NJG6	ARGFX	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	9606	InterPro		F
UniProtKB	A6NJL1	ZSCAN5B	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	FB:FBgn0004618|FB:FBgn0267337|MGI:MGI:1338823|MGI:MGI:99159|PANTHER:PTN002354498|UniProtKB:O14978|UniProtKB:O95125|UniProtKB:P17028|UniProtKB:P36508|UniProtKB:Q16600|UniProtKB:Q9BRR0|UniProtKB:Q9Y5A6	9606	GO_Central		F
UniProtKB	A6NJT0	UNCX	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0005556	ISA	GO_REF:0000113	tfclass:3.1.3	9606	NTNU_SB		F
UniProtKB	A6NJT0	UNCX	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	9606	InterPro		F
UniProtKB	A6NK53	ZNF233	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	FB:FBgn0001981|PANTHER:PTN007798770|UniProtKB:P52738|UniProtKB:Q96RE9|UniProtKB:Q9Y473	9606	GO_Central		F
UniProtKB	A6NK75	ZNF98	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002810793|UniProtKB:P28698|UniProtKB:Q03923|UniProtKB:Q9H116	9606	GO_Central		F
UniProtKB	A6NLG4	SHOX2	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	9606	InterPro		F
UniProtKB	A6NLW8	DUXA	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0005556	ISA	GO_REF:0000113	tfclass:3.1.3	9606	NTNU_SB		F
UniProtKB	A6NLW8	DUXA	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002388561|UniProtKB:O43812|UniProtKB:Q9UBX2	9606	GO_Central		F
UniProtKB	A6NM28	ZFP92	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	FB:FBgn0001981|PANTHER:PTN007798770|UniProtKB:P52738|UniProtKB:Q96RE9|UniProtKB:Q9Y473	9606	GO_Central		F
UniProtKB	A6NMT0	DBX1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0005556	ISA	GO_REF:0000113	tfclass:3.1.2	9606	NTNU_SB		F
UniProtKB	A6NMT0	DBX1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	9606	InterPro		F
UniProtKB	A6NN14	ZNF729	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1916160|PANTHER:PTN004700594	9606	GO_Central		F
UniProtKB	A6NNA5	DRGX	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0005556	ISA	GO_REF:0000113	tfclass:3.1.3	9606	NTNU_SB		F
UniProtKB	A6NNA5	DRGX	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	FB:FBgn0010323|FB:FBgn0011701|FB:FBgn0023489|MGI:MGI:108359|MGI:MGI:1097716|MGI:MGI:1918847|MGI:MGI:97538|PANTHER:PTN004692309|UniProtKB:Q15699|UniProtKB:Q8N693|UniProtKB:Q96QS3|UniProtKB:Q99453|WB:WBGene00000440	9606	GO_Central		F
UniProtKB	A6NNA5	DRGX	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	9606	InterPro		F
UniProtKB	A6NNF4	ZNF726	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	FB:FBgn0001981|PANTHER:PTN007798770|UniProtKB:P52738|UniProtKB:Q96RE9|UniProtKB:Q9Y473	9606	GO_Central		F
UniProtKB	A6NP11	ZNF716	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002810793|UniProtKB:P28698|UniProtKB:Q03923|UniProtKB:Q9H116	9606	GO_Central		F
UniProtKB	A6PVY9	NHLH2	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040238	9606	InterPro		F
UniProtKB	A6PWC8	SAMD11	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR024830	9606	InterPro		F
UniProtKB	A6YCE1	PRKAR1A/RARA fusion	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001628	9606	InterPro		F
UniProtKB	A7WPU7	SRY	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017253	9606	InterPro		F
UniProtKB	A7WPU8	SRY	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017253	9606	InterPro		F
UniProtKB	A7WPU9	SRY	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017253	9606	InterPro		F
UniProtKB	A7WPV0	SRY	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017253	9606	InterPro		F
UniProtKB	A7WPV2	SRY	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017253	9606	InterPro		F
UniProtKB	A8IE48	GABPA	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000418	9606	InterPro		F
UniProtKB	A8K0J1	A8K0J1	enables	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016608|InterPro:IPR044413	9606	InterPro		F
UniProtKB	A8K0J1	A8K0J1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001401754	9606	UniProt		F
UniProtKB	A8K0S8	MEIS3P2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:104717|MGI:MGI:108519|MGI:MGI:108564|PANTHER:PTN000932623|UniProtKB:O14770	9606	GO_Central		F
UniProtKB	A8K0S8	MEIS3P2	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	FB:FBgn0033748|FB:FBgn0033749|MGI:MGI:104717|MGI:MGI:108519|MGI:MGI:108564|MGI:MGI:1201409|MGI:MGI:97495|MGI:MGI:97496|PANTHER:PTN000219731|SGD:S000000635|UniProtKB:O14770|UniProtKB:P40425|UniProtKB:Q15583	9606	GO_Central		F
UniProtKB	A8K0Z7	A8K0Z7	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR038006	9606	InterPro		F
UniProtKB	A8K206	A8K206	enables	GO:0004879	nuclear receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001728	9606	InterPro		F
UniProtKB	A8K206	A8K206	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001628	9606	InterPro		F
UniProtKB	A8K2V5	A8K2V5	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008366|InterPro:IPR008967|InterPro:IPR011539|InterPro:IPR037059	9606	InterPro		F
UniProtKB	A8K383	A8K383	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004827|InterPro:IPR029801	9606	InterPro		F
UniProtKB	A8K3E0	NFE2	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004827|InterPro:IPR029853	9606	InterPro		F
UniProtKB	A8K3H3	RARG	enables	GO:0004879	nuclear receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003078	9606	InterPro		F
UniProtKB	A8K3H3	RARG	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001628	9606	InterPro		F
UniProtKB	A8K3H3	RARG	enables	GO:0004879	nuclear receptor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D3ZWV0|ensembl:ENSRNOP00000016801	9606	Ensembl		F
UniProtKB	A8K3H3	RARG	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P18911|ensembl:ENSMUSP00000048838	9606	Ensembl		F
UniProtKB	A8K3H7	A8K3H7	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004827|InterPro:IPR029855	9606	InterPro		F
UniProtKB	A8K3H9	A8K3H9	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000451|InterPro:IPR008967|InterPro:IPR011539|InterPro:IPR030496|InterPro:IPR037059	9606	InterPro		F
UniProtKB	A8K3J6	A8K3J6	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001699|InterPro:IPR008967|InterPro:IPR018186|InterPro:IPR036960	9606	InterPro		F
UniProtKB	A8K3X7	A8K3X7	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	9606	InterPro		F
UniProtKB	A8K443	ELF5	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033069	9606	InterPro		F
UniProtKB	A8K443	ELF5	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000418	9606	InterPro		F
UniProtKB	A8K4D1	A8K4D1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	9606	InterPro		F
UniProtKB	A8K4Q6	A8K4Q6	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004827	9606	InterPro		F
UniProtKB	A8K4S9	A8K4S9	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001217|InterPro:IPR008967	9606	InterPro		F
UniProtKB	A8K549	A8K549	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001827	9606	InterPro		F
UniProtKB	A8K557	A8K557	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004979|InterPro:IPR008122	9606	InterPro		F
UniProtKB	A8K591	A8K591	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001766|InterPro:IPR018122|InterPro:IPR030456|InterPro:IPR042839	9606	InterPro		F
UniProtKB	A8K5K3	A8K5K3	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030532	9606	InterPro		F
UniProtKB	A8K5V0	A8K5V0	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	9606	InterPro		F
UniProtKB	A8K5V0	A8K5V0	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005542	9606	InterPro		F
UniProtKB	A8K6I5	A8K6I5	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001217|InterPro:IPR008967|InterPro:IPR035858	9606	InterPro		F
UniProtKB	A8K6L2	A8K6L2	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004827	9606	InterPro		F
UniProtKB	A8K6P0	A8K6P0	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001067	9606	InterPro		F
